OBJECTID,BLD_ID,DEV_ID,DEV_NAME,NGHDNUM,POLICEDIVI,BLDG_POSTC,TOTAL_RESU,MRKT_UNIT,RGI_UNIT,YEAR_BUILT,BUILDING,BUILDFORM,FLR_ABV_GR,BLD_DESC,X,Y,LONGITUDE,LATITUDE
2199,75083,809,Sheppard Ave. W. (1900),25,31,M3L 1Y7,27,0,27,2008,Low Rise,Low Rise Apt. Bldg.Elevator,4,4 - Storey Low Rise Apt. Bldg.,304001.81,4844230.158,-79.509718,43.7400337
405,4305,31,Willowdale Avenue,51,32,M2N 5B4,12,0,12,1962,Towns & Wkups,Townhouse Centre Hall  Multifam.,2,2 - Storey Townhouse Centre Hall Multifam,312433.59,4848381.318,-79.404978,43.7773607
1385,5525,131,Arleta Manor,25,31,M3L 2E3,171,3,168,1972,Low Rise,Low Rise Apt. Bldg.Elevator,4,4 - Storey Low Rise Apt. Bldg.,304707.169,4844553.048,-79.500961,43.7429406
1400,3816,42,Jane Firgrove,25,31,M3N 2B8,7,0,7,1971,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse,303231.666,4845611.089,-79.519283,43.7524623
1436,3776,44,Yorkwoods Village,25,31,M3N 2M2,15,0,15,1963,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Sixplex,303713.867,4845430.336,-79.513295,43.7508362
1454,3789,44,Yorkwoods Village,25,31,M3N 1J1,12,0,12,1963,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Multifam,303996.266,4845097.226,-79.509785,43.7478297
1343,3579,25,Edgeley Village Driftwood,24,31,M3N 2P8,6,0,6,1967,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Sixplex,303428.362,4847068.748,-79.516844,43.7655836
1354,3568,25,Edgeley Village Driftwood,24,31,M3N 2P9,7,0,7,1967,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse,303777.739,4847395.469,-79.512506,43.7685251
1016,5723,356,Pembroke St. (21-25),73,51,M5A 2N6,8,2,6,1979,Houses,House Single Fam.,4,4 - Storey House Single Fam.,315144.44,4835003.9,-79.371558,43.6569143
1027,4883,380,Trefann Court,72,51,M5A 1V2,18,9,9,1979,Towns & Wkups,Stacked Townhouse,3,3 - Storey Stacked Townhouse,316218.185,4835029.24,-79.358245,43.6571264
619,5842,434,Frankel Lambert 2 Melita Cr.(470),94,13,M6G 3Y3,15,10,5,1980,Towns & Wkups,Townhouse,2,2 - Storey Townhouse,310700.944,4836710.554,-79.426628,43.6723247
706,5919,479,Wales Casimir,78,14,M5T 2P6,10,8,2,1982,Towns & Wkups,Stacked Townhouse,3,3 - Storey Stacked Townhouse,312548.837,4834502.767,-79.403745,43.6524352
55,3863,45,Kipling Mount Olive,2,23,M9V 2C6,11,0,11,1967,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Multifam,297921.261,4844856.853,-79.585212,43.7456339
58,3867,45,Kipling Mount Olive,2,23,M9V 2C6,13,0,13,1967,Towns & Wkups,Townhouse Centre Hall  Multifam.,2,2 - Storey Townhouse Centre Hall Multifam,298010.482,4844937.24,-79.584105,43.7463583
59,3868,45,Kipling Mount Olive,2,23,M9V 2C6,20,0,20,1967,Towns & Wkups,Townhouse Centre Hall Mulrifam.,2,2 - Storey Townhouse Centre Hall Multifam,297765.346,4844906.322,-79.587148,43.7460777
61,3859,45,Kipling Mount Olive,2,23,M9V 3G1,9,0,9,1967,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Multifam,297718.527,4844890.421,-79.58773,43.7459341
62,3865,45,Kipling Mount Olive,2,23,M9V 3G1,11,0,11,1967,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Multifam,297749.887,4844858.178,-79.58734,43.7456441
96,5635,114,Robert J. Smith Apartments,2,23,M9V 1V1,221,2,219,1965,Mid Rise,Mid Rise Apt. Bldg.Elevator,7,7 - Storey Mid Rise Apt. Bldg.,298266.007,4844047.228,-79.580925,43.7383578
97,5636,114,Robert J. Smith Apartments,2,23,M9V 1V3,194,4,190,1965,High Rise,High Rise Apt. Bldg.Elevator,11,11 - Storey High Rise Apt. Bldg.,298273.543,4843963.329,-79.58083,43.7376027
128,3694,210,Thistletown 1,2,23,M9V 3M5,6,0,6,1966,Towns & Wkups,Townhouse Multiplex,3,3 - Storey Townhouse Sixplex,297787.048,4843574.365,-79.586861,43.7340886
130,3696,210,Thistletown 1,2,23,M9V 3M7,6,0,6,1966,Towns & Wkups,Townhouse Multiplex,3,3 - Storey Townhouse Sixplex,297829.634,4843546.356,-79.586332,43.7338368
131,3697,210,Thistletown 1,2,23,M9V 3M5,6,0,6,1966,Towns & Wkups,Townhouse Multiplex,3,3 - Storey Townhouse Sixplex,297989.473,4843639.104,-79.584349,43.7346731
132,3698,210,Thistletown 1,2,23,M9V 3M5,6,0,6,1966,Towns & Wkups,Townhouse Multiplex,3,3 - Storey Townhouse Sixplex,297961.673,4843689.918,-79.584695,43.7351303
134,3700,210,Thistletown 1,2,23,M9V 3M5,6,0,6,1966,Towns & Wkups,Townhouse Multiplex,3,3 - Storey Townhouse Sixplex,297859.869,4843667.544,-79.585959,43.734928
135,3701,210,Thistletown 1,2,23,M9V 3M6,6,0,6,1966,Towns & Wkups,Townhouse Multiplex,3,3 - Storey Townhouse Sixplex,297966.699,4843541.842,-79.584631,43.7337975
136,3702,210,Thistletown 1,2,23,M9V 3M6,6,0,6,1966,Towns & Wkups,Townhouse Multiplex,3,3 - Storey Townhouse Fiveplex,297860.331,4843537.083,-79.585951,43.7337537
138,3705,210,Thistletown 1,2,23,M9V 3M6,7,0,7,1966,Towns & Wkups,Townhouse Multiplex,3,3 - Storey Townhouse Multifam,297974.221,4843587.897,-79.584538,43.7342121
139,3706,210,Thistletown 1,2,23,M9V 3M5,7,0,7,1966,Towns & Wkups,Townhouse Multiplex,3,3 - Storey Townhouse Multifam,297786.847,4843626.232,-79.586865,43.7345554
140,3707,210,Thistletown 1,2,23,M9V 3M5,7,0,7,1966,Towns & Wkups,Townhouse Multiplex,3,3 - Storey Townhouse Multifam,297845.367,4843611.576,-79.586138,43.734424
144,3713,210,Thistletown 1,2,23,M9V 3M8,9,0,9,1966,Towns & Wkups,Stacked Townhouse Multifam.,3,3 - Storey Stacked Townhouse,297811.756,4843458.673,-79.586553,43.7330474
145,3714,210,Thistletown 1,2,23,M9V 3M8,9,0,9,1966,Towns & Wkups,Stacked Townhouse Multifam.,3,3 - Storey Stacked Townhouse,297788.571,4843429.799,-79.586841,43.7327873
146,3715,210,Thistletown 1,2,23,M9V 3M8,9,0,9,1966,Towns & Wkups,Stacked Townhouse Multifam.,3,3 - Storey Stacked Townhouse,297803.506,4843489.966,-79.586656,43.733329
151,90120,210,Thistletown 1,2,23,M9V 3M6,6,0,6,1966,Towns & Wkups,Townhouse Multiplex,3,3 - Storey Townhouse Multifam,297880.14,4843553.783,-79.585706,43.7339042
152,90121,210,Thistletown 1,2,23,M9V 3M5,6,0,6,1966,Towns & Wkups,Townhouse Multiplex,3,3 - Storey Townhouse Multifam,298004.96,4843658.548,-79.584157,43.7348483
156,3704,210,Thistletown 1,2,23,M9V 1N4,7,0,7,1966,Towns & Wkups,Townhouse Multiplex,3,3 - Storey Townhouse Multifam,297920.461,4843418.559,-79.585203,43.7326874
157,3708,210,Thistletown 1,2,23,M9V 1N4,8,0,8,1966,Towns & Wkups,Townhouse Multiplex,3,3 - Storey Townhouse Multifam,297916.136,4843396.166,-79.585257,43.7324858
158,3710,210,Thistletown 1,2,23,M9V 1N4,8,0,8,1966,Towns & Wkups,Townhouse Multiplex,3,3 - Storey Townhouse Multifam,297897.859,4843418.336,-79.585484,43.7326851
159,3718,210,Thistletown 1,2,23,M9V 1N4,18,0,18,1966,Towns & Wkups,Townhouse Centre Hall Mulrifam.,3,3 - Storey Townhouse Centre Hall Multifam,298070.182,4843519.93,-79.583346,43.7336012
1465,3643,84,Jane Falstaff,28,31,M6L 2E1,224,0,224,1970,High Rise,High Rise Apt. Bldg.Elevator,19,19 - Storey High Rise Apt. Bldg. & Community Centre - 50 Falstaff Ave.,304432.719,4841609.528,-79.504365,43.7164444
1684,90047,218,Victoria Park Chester Le,117,42,M1W 2N4,11,0,11,1973,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Multifam,318258.14,4850817.67,-79.332561,43.7992073
410,5518,125,Willowdale Manor,50,32,M2M 2E9,246,1,245,1970,Low Rise,Low Rise Apt. Bldg.Elevator,4,4 - Storey Low Rise Apt. Bldg.,312137.248,4849548.181,-79.408644,43.7878663
185,3739,26,Thistletown 2,2,23,M9V 3E3,6,0,6,1968,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Sixplex,297707.327,4843774.054,-79.587857,43.7358938
186,3740,26,Thistletown 2,2,23,M9V 3E3,6,0,6,1968,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Sixplex,297696.253,4843847.873,-79.587995,43.7365581
187,3741,26,Thistletown 2,2,23,M9V 3E3,6,0,6,1968,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Sixplex,297663.529,4843949.85,-79.588403,43.7374757
188,3742,26,Thistletown 2,2,23,M9V 3E3,7,0,7,1968,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Multifam,297622.434,4843986.378,-79.588914,43.7378041
189,3747,26,Thistletown 2,2,23,M9V 3E3,7,0,7,1968,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Multifam,297701.58,4843817.432,-79.587929,43.7362842
190,3750,26,Thistletown 2,2,23,M9V 3E3,8,0,8,1968,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Multifam,297683.316,4843890.49,-79.588157,43.7369416
195,3738,26,Thistletown 2,2,23,M9V 3R3,6,0,6,1968,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Sixplex,297626.659,4843881.359,-79.58886,43.7368589
196,3743,26,Thistletown 2,2,23,M9V 3R3,7,0,7,1968,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Multifam,297605.351,4843938.435,-79.589125,43.7373724
197,3746,26,Thistletown 2,2,23,M9V 3R3,7,0,7,1968,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Multifam,297571.105,4843964.31,-79.589551,43.737605
33,3823,29,Duncan Woods Drive,21,31,M9L 2E6,6,0,6,1966,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Sixplex,299367.98,4845861.422,-79.567263,43.7546971
34,3824,29,Duncan Woods Drive,21,31,M9L 2E6,7,0,7,1966,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Multifam,299408.591,4845844.308,-79.566759,43.7545434
35,3825,29,Duncan Woods Drive,21,31,M9L 2E6,7,0,7,1966,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Multifam,299360.437,4845884.629,-79.567357,43.7549059
36,3826,29,Duncan Woods Drive,21,31,M9L 2E6,9,0,9,1966,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Multifam,299312.284,4845834.444,-79.567955,43.7544538
2060,3996,46,Pelham Park Gardens,91,12,M6N 1A6,16,0,16,1968,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse,308216.019,4836229.324,-79.457447,43.6680082
2061,3993,46,Pelham Park Gardens,91,12,M6N 1A7,11,0,11,1968,Towns & Wkups,Townhouse Multiplex,3,3 - Storey Townhouse,308257.105,4836261.28,-79.456937,43.6682956
2063,3995,46,Pelham Park Gardens,91,12,M6N 1A7,14,0,14,1968,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse,308240.727,4836332.072,-79.45714,43.668933
2064,3998,46,Pelham Park Gardens,91,12,M6N 1A7,24,0,24,1968,Towns & Wkups,Townhouse Back to Back Multifam.,3,3 - Storey Townhouse Back to Back Multifam,308191.251,4836276.266,-79.457754,43.6684308
2092,5031,470,Symington Place,91,12,M6N 4Y5,6,0,6,1978,Towns & Wkups,Townhouse,3,3 - Storey Townhouse (confirm),308498.918,4836643.594,-79.453936,43.671736
2095,5055,470,Symington Place,91,12,M6N 4Y2,186,84,102,1978,High Rise,High Rise Apt. Bldg.Elevator,9,9 - Storey High Rise Apt. Bldg.,308498.716,4836548.304,-79.453939,43.6708783
2096,5056,470,Symington Place,91,12,M6N 4Y4,11,8,3,1978,Towns & Wkups,Townhouse,3,3 - Storey Townhouse (confirm),308517.803,4836591.24,-79.453702,43.6712646
2104,5091,470,Symington Place,91,12,M6N 4Y4,6,2,4,1978,Towns & Wkups,Townhouse,3,3 - Storey Townhouse (confirm),308493.324,4836578.7,-79.454006,43.6711519
628,5434,181,Leonardo Court,80,14,M6G 3Z9,157,1,156,1989,Mid Rise,Mid Rise Apt. Bldg.Elevator,7,7 - Storey Mid  Rise Apt. Bldg.,311643.949,4834864.327,-79.414959,43.6556979
2088,4740,171,Senator D. Croll Apartments,79,52,M5S 1W8,326,179,147,1980,High Rise,High Rise Apt. Bldg.Elevator,18,18 - Storey High Rise Apt. Bldg.,312786.358,4836123.699,-79.400776,43.6670231
1264,4846,357,Carlton St. (234-236),71,51,M5A 2L1,9,1,8,1890,Houses,House Semi-Detached Single Fam.,3,3 - Storey  Semi-Detached House - Multiplex  (hist),315355.618,4835826.913,-79.368924,43.6643192
1266,4739,170,Donvale Manor,71,51,M5A 3V4,81,1,80,1976,Mid Rise,Mid Rise Apt. Bldg.Elevator,7,7 - Storey Mid  Rise Apt. Bldg.,315640.938,4835637.373,-79.36539,43.6626091
1271,5628,108,Riverdale Acres,71,51,M5A 3R1,25,1,24,1961,Towns & Wkups,Walkup Apartment Building,3,3-Storey Walk-Up Apt. Bldg.,316087.611,4835820.851,-79.359848,43.664254
1273,4791,316,South St. Jamestown 1,71,51,M4X 1A1,6,0,6,1895,Houses,House Semi-Detached Multiplex,3,3 - Storey House -Sixplex,315269.265,4835852.795,-79.369994,43.6645534
1278,4796,316,South St. Jamestown 1,71,51,M5A 2L1,9,1,8,1875,Houses,House Semi-Detached Multiplex,3,3-Storey Semi-detached House - Multiplex,315298.582,4835806.4,-79.369631,43.6641354
1279,4797,316,South St. Jamestown 1,71,51,M5A 2L1,11,0,11,1890,Houses,House Semi-Detached Multiplex,3,3-Storey Semi-detached House - Multiplex,315307.536,4835810.192,-79.36952,43.6641693
1280,4798,316,South St. Jamestown 1,71,51,M5A 2L1,9,0,9,1880,Houses,House Semi-Detached Multiplex,3,3 - Storey Semi-detached House - Multiplex (hist),315337.84,4835822.549,-79.369144,43.6642801
1281,4799,316,South St. Jamestown 1,71,51,M5A 2L1,9,0,9,1890,Houses,House Semi-Detached Multiplex,3,3 - Storey Semi-detached House - Multiplex (hist),315345.524,4835826.984,-79.369049,43.6643199
1282,4800,316,South St. Jamestown 1,71,51,M4X 1P4,7,0,7,1977,Houses,House Semi-Detached Multiplex,3,3-Storey Semi-detached House - Multiplex (hist),315381.315,4835928.827,-79.368603,43.6652362
1283,4802,316,South St. Jamestown 1,71,51,M4X 1P4,12,1,11,1875,Houses,House Semi-Detached Multiplex,3,3-Storey Semi-detached House - Multiplex (hist),315379.085,4835935.227,-79.368631,43.6652938
1284,4803,316,South St. Jamestown 1,71,51,M4X 1P4,11,0,11,1875,Houses,House Semi-Detached Multiplex,3,3-Storey Semi-detached House - Multiplex (hist),315366.655,4835935.673,-79.368785,43.665298
1285,4804,316,South St. Jamestown 1,71,51,M4X 1P4,14,0,14,1875,Houses,House Semi-Detached Multiplex,3,3-Storey Semi-detached House - Multiplex (hist),315372.756,4835946.361,-79.368709,43.6653941
1286,4806,316,South St. Jamestown 1,71,51,M4X 1P6,13,0,13,1900,Houses,House Multiplex,2,2 - Storey House - Multiplex,315339.964,4836069.674,-79.369113,43.6665046
707,5929,479,Wales Casimir,78,14,M5T 2P6,6,4,2,1982,Towns & Wkups,Stacked Townhouse,3,3 - Storey Stacked Townhouse,312516.397,4834501.721,-79.404147,43.6524261
708,5935,479,Wales Casimir,78,14,M5T 1J3,8,5,3,1982,Towns & Wkups,Stacked Townhouse,3,3 - Storey Stacked Townhouse,312542.772,4834541.76,-79.403819,43.6527863
710,5514,121,Alexandra Park Apartments,78,14,M5T 2L2,257,2,255,1968,High Rise,High Rise Apt. Bldg.Elevator,14,14 - Storey High Rise Apt. Bldg.,312819.071,4834312.641,-79.400397,43.650721
721,5901,466,Queen Vanauley,78,14,M5T 2H4,135,81,54,1986,High Rise,High Rise Apt. Bldg.Elevator,8,8 - Storey High Rise Apt. Bldg.,312932.996,4834114.893,-79.398988,43.64894
737,5547,153,Beverley Manor,78,52,M5T 2X9,180,0,180,1979,Mid Rise,Mid Rise Apt. Bldg.Elevator,7,7 - Storey Mid  Rise Apt. Bldg.,313536.657,4834260.144,-79.391503,43.6502402
751,4957,420,Dundas Beverley,78,52,M5T 1G5,11,9,2,1870,Houses,House Semi-Detached Multiplex,3,3-Storey Semi-detached House - Multiplex (hist),313362.67,4834679.756,-79.393653,43.6540191
772,4983,450,Hydro Block,78,52,,8,5,3,1978,Towns & Wkups,Townhouse,3,3 - Storey Townhouse (confirm),313310.481,4835012.44,-79.394295,43.6570143
774,5026,450,Hydro Block,78,52,M5T 1X1,105,54,51,1978,Low Rise,Low Rise Apt. Bldg.Elevator,4,4 - Storey Low Rise Apt. Bldg.,313330.313,4835013.99,-79.394049,43.657028
776,5544,150,Kensington Manor,78,14,M5T 2Y2,189,0,189,1979,Mid Rise,Mid Rise Apt. Bldg.Elevator,7,7 - Storey Mid  Rise Apt. Bldg.,312705.645,4834999.574,-79.401793,43.6569055
778,5501,495,Larch St. (15),78,52,M5T 3J7,20,8,12,1993,Towns & Wkups,Stacked Townhouse Multifam.,3,3 - Storey Stacked Townhouse,313134.686,4834528.914,-79.396482,43.6526643
780,5490,486,McCaul St. (22),78,52,M5T 3C2,139,50,89,1991,High Rise,High Rise Apt. Bldg.Elevator,11,11 - Storey High Rise Apt. Bldg.,313618.859,4834369.14,-79.390482,43.6512202
782,5479,484,Simcoe St. Patrick,78,52,M5T 3B9,53,18,35,1991,High Rise,High Rise Apt. Bldg.Elevator,12,12 - Storey High Rise Apt. Bldg.,313720.374,4834669.271,-79.389219,43.6539203
783,5480,484,Simcoe St. Patrick,78,52,M5T 3C1,54,15,39,1991,High Rise,High Rise Apt. Bldg.Elevator,12,12 - Storey High Rise Apt. Bldg.,313700.473,4834665.331,-79.389466,43.6538851
785,5903,477,Sullivan St. (11),78,52,M5T 1B8,17,11,6,1923,Towns & Wkups,Walkup Apartment Building,3,3 - Storey Low Rise Apt. Bldg.,313370.319,4834391.822,-79.393563,43.6514274
790,5599,742,Church St. (1),77,51,M5E 1Y6,115,67,48,1996,High Rise,High Rise Apt. Bldg. & Towns,13,13 - Storey  High Rise Apt. Bldg. and Townhouses,315040.337,4833905.974,-79.372869,43.6470328
791,5385,706,Crombie Park,77,51,M5A 4B5,12,7,5,1979,Towns & Wkups,Stacked Townhouse,3,3 - Storey Stacked Townhouse,315261.842,4833974.898,-79.370122,43.6476501
792,5393,706,Crombie Park,77,51,M5A 4B5,196,135,61,1979,Mid Rise,Mid Rise Apt. Bldg.Elevator,6,6 - Storey Mid Rise Apt. Bldg.,315285.761,4833893.711,-79.369827,43.646919
794,5971,721,Scadding Ave. (15),77,51,M5A 4G6,7,7,0,1982,Towns & Wkups,Townhouse,2,2 - Storey Townhouse,315542.345,4834061.1,-79.366643,43.648422
796,5979,721,Scadding Ave. (15),77,51,M5A 4G6,7,5,2,1982,Towns & Wkups,Townhouse,2,2 - Storey Townhouse,315547.7,4834077.001,-79.366577,43.648565
809,5598,738,The Esplanade (140),77,51,M5A 4P5,102,36,66,1993,Mid Rise,Mid Rise Apt. Bldg.Elevator,7,7 - Storey Mid  Rise Apt. Bldg.,315250.877,4834075.626,-79.370256,43.648557
1015,4790,313,Pembroke Mews,73,51,M5A 3Z5,174,9,165,1978,Mid Rise,Mid Rise Apt. Bldg.Elevator,7,7 - Storey Mid  Rise Apt. Bldg.,315195.671,4835026.678,-79.370922,43.6571186
1023,3497,94,Sherbourne Shuter,73,51,M5A 3W2,301,0,301,1973,High Rise,High Rise Apt. Bldg.Elevator,16,16 - Storey High Rise Apt. Bldg.,315308.923,4834857.287,-79.369521,43.6555922
1031,5552,158,William Dennison Apartments,73,51,M5A 3Z8,155,0,155,1980,Mid Rise,Mid Rise Apt. Bldg.Elevator,7,7 - Storey Mid  Rise Apt. Bldg.,315213.842,4835196.523,-79.370694,43.658647
1032,5553,158,William Dennison Apartments,73,51,M5A 2R9,11,0,11,1980,Houses,House Semi-Detached Multiplex,3,3 - Storey Semi-Detached Multiplex,315203.885,4835179.794,-79.370817,43.6584966
1268,5579,375,Jarvis St. (261),73,51,M5B 2N9,55,10,45,1994,Mid Rise,Mid Rise Apt. Bldg.Elevator,7,7 - Storey Mid  Rise Apt. Bldg.,314899.288,4835116.244,-79.374595,43.657929
1272,4705,840,SHOP Houses CHU 16,73,51,M5B 2C2,24,0,24,1993,Houses,House Detached  Multiplex,3,3-Storey Detached House - Multiplex (hist),314878.504,4835195.46,-79.374851,43.6586422
2207,77437,811,Adelaide St. E. (501),73,51,M5A 4K1,180,24,156,2009,High Rise,High Rise Apt. Bldg.Elevator,13,13 - Storey High Rise Apt. Bldg.,315646.432,4834521.781,-79.365341,43.6525586
1006,5561,166,Edna Dixon Apartments,72,51,M5A 1V2,44,0,44,1984,Mid Rise,Mid Rise Apt. Bldg.Elevator,6,6 - Storey Mid Rise Apt. Bldg.,316265.96,4835054.266,-79.357649,43.6573424
615,5810,430,Frankel Lambert 1 Townhouses,94,13,M6G 3X8,12,8,4,1980,Towns & Wkups,Townhouse,2,2 - Storey Townhouse,310766.021,4836728.235,-79.425821,43.6724833
616,5823,434,Frankel Lambert 2 Melita Cr.(470),94,13,M6G 3Y1,9,5,4,1980,Towns & Wkups,Townhouse,2,2 - Storey Townhouse,310703.674,4836677.264,-79.426595,43.672025
618,5833,434,Frankel Lambert 2 Melita Cr.(470),94,13,M6G 3Y4,9,6,3,1980,Towns & Wkups,Townhouse,2,2 - Storey Townhouse,310680.032,4836670.589,-79.426888,43.6719651
624,5868,460,Lambert Court,94,13,M6G 3Y8,21,19,2,1983,Towns & Wkups,Stacked Townhouse,3,"3 - Storey Stacked Townhouse (id, confirm)",310952.715,4836897.087,-79.423504,43.6740016
625,5873,460,Lambert Court,94,13,M6G 3Y9,64,47,17,1983,Mid Rise,Mid Rise Apt. Bldg.Elevator,5,5 - Storey Mid Rise Apt. Bldg. (confirm),311020.734,4836888.76,-79.422661,43.6739261
2043,5582,490,Bathurst St.(1400),94,13,M5R 3S5,113,40,73,1993,Mid Rise,Mid Rise Apt. Bldg.Elevator,5,5 - Storey Mid Rise Apt. Bldg.,311390.894,4837635.882,-79.418061,43.6806482
2089,4718,842,SHOP Houses CHU 25,94,13,M5R 3S3,8,0,8,1993,Mid Rise,Mid Rise Apt. Bldg.Elevator (2 condominium units),5,5 - Storey Apt. Bldg. 2-units in Bathurst 1400,311367.404,4837872.711,-79.41835,43.6827801
2091,5581,487,St. Clair Ave. W. (909),94,13,M6C 1C7,6,1,5,1990,Towns & Wkups,Walkup Apartment Building,3,3 - Storey Low Rise Apt Bldg. (1st floor:retail stores),310122.397,4837533.775,-79.433794,43.6797391
2046,5556,161,Doug Saunders Apartments,107,13,M6E 4Z9,300,1,299,1981,High Rise,High Rise Apt. Bldg.Elevator,14,14 - Storey High Rise Apt. Bldg.,308913.028,4839318.616,-79.448781,43.6958123
2057,5432,950,Northcliffe Blvd. (659),107,13,M6E 5B3,54,23,31,0,Mid Rise,Mid Rise Apt. Bldg.Elevator,7,7 - Storey Mid Rise Apt. Bldg.,309037.765,4839318.706,-79.447234,43.6958124
738,6080,800,Chestnut Elizabeth,76,52,M5G 2J1,144,48,96,1987,High Rise,High Rise Apt. Bldg.Elevator,15,15 - Storey High Rise Apt. Bldg.,314013.801,4834771.619,-79.38558,43.6548379
752,5997,723,Elm St. (25),76,52,M5G 2G5,101,59,42,1985,High Rise,High Rise Apt. Bldg.Elevator,16,16 - Storey High Rise Apt. Bldg.,314226.76,4835052.209,-79.382935,43.6573608
784,5597,736,St. Joseph St. (21),76,52,M4Y 1J8,35,6,29,1994,Mid Rise,Mid Rise Apt. Bldg.Elevator,5,5 - Storey Mid Rise Apt. Bldg.,313946.949,4835971.066,-79.386388,43.6656354
713,4946,416,Dufferin Gwynne,85,14,M6K 2C2,30,15,15,1980,Towns & Wkups,Townhouse,3,3 - Storey Townhouse (courtyard wing (built over a garage),310514.649,4833073.12,-79.428978,43.6395846
2015,3985,27,Humber Boulevard,111,12,M6N 2H6,6,0,6,1968,Towns & Wkups,Townhouse Sixplex,3,3 - Storey Townhouse,306225.967,4837436.218,-79.48212,43.6788781
2019,3989,27,Humber Boulevard,111,12,M6N 2H6,8,0,8,1968,Towns & Wkups,Townhouse Multiplex,3,3 - Storey Townhouse,306225.967,4837436.218,-79.48212,43.6788781
91,3884,220,Martin Grove Albion,1,23,M9V 1B8,8,0,8,1972,Towns & Wkups,Townhouse Multiplex,3,3 - Storey Townhouse Multifam,297034.851,4844517.319,-79.596216,43.7425773
57,3866,45,Kipling Mount Olive,2,23,M9V 2C6,12,0,12,1967,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Multifam,297831.157,4844854.644,-79.586331,43.7456131
129,3695,210,Thistletown 1,2,23,M9V 3M6,6,0,6,1966,Towns & Wkups,Townhouse Multiplex,3,3 - Storey Townhouse Sixplex,297922.778,4843512.994,-79.585176,43.7335374
133,3699,210,Thistletown 1,2,23,M9V 3M7,6,0,6,1966,Towns & Wkups,Townhouse Multiplex,3,3 - Storey Townhouse Sixplex,297832.725,4843524.719,-79.586294,43.7336421
1371,3558,325,Edgeley Village Shoreham,24,31,M3N 1T4,13,0,13,1967,Towns & Wkups,Townhouse Multiplex,3,3 - Storey Townhouse,303323.1,4847765.813,-79.518154,43.7718579
