OBJECTID,BLD_ID,DEV_ID,DEV_NAME,NGHDNUM,POLICEDIVI,BLDG_POSTC,TOTAL_RESU,MRKT_UNIT,RGI_UNIT,YEAR_BUILT,BUILDING,BUILDFORM,FLR_ABV_GR,BLD_DESC,X,Y,LONGITUDE,LATITUDE
1635,4311,20,Leslie Nymark,52,33,M2J 4K8,8,0,8,1973,Towns & Wkups,Townhouse Multiplex,3,3 - Storey Townhouse Multifam,315527.685,4848344.438,-79.366541,43.7769902
1636,4313,20,Leslie Nymark,52,33,M2J 4K9,9,0,9,1973,Towns & Wkups,Townhouse Multiplex,3,3 - Storey Townhouse Multifam,315483.152,4848318.132,-79.367095,43.7767541
1637,4315,20,Leslie Nymark,52,33,M2J 4K8,12,0,12,1973,Towns & Wkups,Townhouse Multiplex,3,3 - Storey Townhouse Multifam,315594.133,4848364.285,-79.365715,43.7771679
1379,3636,4,Finch Topcliffe,25,31,M3N 1M5,34,0,34,1965,Towns & Wkups,Townhouse Centre Hall Mulrifam.,2,2 - Storey Townhouse Centre Hall,303953.314,4846250.864,-79.510323,43.7582224
1384,5524,131,Arleta Manor,25,31,M3L 2E2,201,4,197,1972,Low Rise,Low Rise Apt. Bldg.Elevator,4,4 - Storey Low Rise Apt. Bldg.,304714.372,4844449.658,-79.500871,43.7420099
1386,3807,97,Firgrove Crescent,25,31,M3N 2W7,21,0,21,1975,Towns & Wkups,Stacked Townhouse Multifam.,4,4 - Storey Stacked Townhouse,303342.493,4845405.835,-79.517906,43.750615
1387,3810,97,Firgrove Crescent,25,31,M3N 2W7,25,0,25,1975,Towns & Wkups,Stacked Townhouse Multifam.,4,4 - Storey Stacked Townhouse,303314.548,4845478.362,-79.518254,43.7512678
1389,3808,97,Firgrove Crescent,25,31,M3N 2W9,23,0,23,1975,Towns & Wkups,Stacked Townhouse Multifam.,4,4 - Storey Stacked Townhouse,303402.781,4845600.3,-79.517158,43.7523655
1390,3802,97,Firgrove Crescent,25,31,M3N 2X1,6,0,6,1975,Towns & Wkups,Townhouse Multiplex,3,3-Storey Townhouse Sixplex,303404.9,4845415.786,-79.517128,43.7506961
1391,3809,97,Firgrove Crescent,25,31,M3N 2X2,25,0,25,1975,Towns & Wkups,Stacked Townhouse Multifam.,4,4 - Storey Stacked Townhouse,303382.307,4845415.617,-79.517412,43.7507031
1655,3621,28,Shaughnessy Boulevard,47,33,M2J 1J9,7,0,7,1963,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Multifam,316551.903,4848680.135,-79.353811,43.7799964
1656,3622,28,Shaughnessy Boulevard,47,33,M2J 1J9,10,0,10,1963,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Multifam,316562.913,4848639.434,-79.353675,43.7796299
1657,3623,28,Shaughnessy Boulevard,47,33,M2J 1J9,12,0,12,1963,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Multifam,316554.021,4848673.946,-79.353785,43.7799407
1641,3613,5,Parkwoods Rayoak,45,33,M3A 2X1,81,0,81,1962,Mid Rise,Mid Rise Apt. Bldg.Elevator,7,7 - Storey Mid  Rise Apt. Bldg.,319274.057,4846410.106,-79.32005,43.7595072
1642,3614,5,Parkwoods Rayoak,45,33,M3A 2Y4,63,0,63,1962,High Rise,High Rise Apt. Bldg.Elevator,8,8 - Storey High Rise Apt. Bldg.,319325.589,4846447.109,-79.319412,43.7598478
1643,4321,39,Roywood Drive,45,33,M3A 2E8,12,0,12,1962,Towns & Wkups,Townhouse Centre Hall  Multifam.,2,2 - Storey Townhouse Centre Hall Multifam,318005.176,4846778.056,-79.335803,43.7628512
1644,4322,39,Roywood Drive,45,33,M3A 2E9,12,0,12,1962,Towns & Wkups,Townhouse Centre Hall  Multifam.,2,2 - Storey Townhouse Centre Hall Multifam,318015.927,4846710.556,-79.335671,43.7622434
1647,4325,39,Roywood Drive,45,33,M3A 2E9,12,0,12,1962,Towns & Wkups,Townhouse Centre Hall  Multifam.,2,2 - Storey Townhouse Centre Hall Multifam,318019.046,4846674.512,-79.335633,43.7619189
1662,3502,79,Sheppard Birchmount 1,118,42,M1T 2G7,6,0,6,1969,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Sixplex,320667.272,4848971.045,-79.302676,43.7825385
1663,3503,79,Sheppard Birchmount 1,118,42,M1T 2G7,7,0,7,1969,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Multifam,320667.272,4848971.045,-79.302676,43.7825385
1664,3504,79,Sheppard Birchmount 1,118,42,M1T 2G7,7,0,7,1969,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Multifam,320667.272,4848971.045,-79.302676,43.7825385
1666,3506,79,Sheppard Birchmount 1,118,42,M1T 2G7,8,0,8,1969,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Multifam,320667.272,4848971.045,-79.302676,43.7825385
1667,3507,79,Sheppard Birchmount 1,118,42,M1T 2G7,8,0,8,1969,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Multifam,320667.272,4848971.045,-79.302676,43.7825385
1670,3510,79,Sheppard Birchmount 1,118,42,M1T 2G7,10,0,10,1969,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Multifam,320667.272,4848971.045,-79.302676,43.7825385
1671,3511,95,Sheppard Birchmount 2,118,42,M1T 2G5,184,0,184,1970,High Rise,High Rise Apt. Bldg.Elevator,13,13 - Storey High Rise Apt Bldg.,320815.234,4848827.17,-79.300842,43.7812403
1993,5533,139,Tam O'Shanter Towers,118,42,M1T 3P6,300,5,295,1975,High Rise,High Rise Apt. Bldg.Elevator,13,13 - Storey High Rise Apt. Bldg.,321558.259,4848916.184,-79.291608,43.782025
990,5437,184,The Overlea,55,53,M4H 1N8,219,10,209,1988,High Rise,High Rise Apt. Bldg.Elevator,11,11 - Storey High Rise Apt. Bldg.,317013.706,4840297.828,-79.348263,43.7045379
1487,3919,50,Flemingdon Park,44,54,M3C 1E1,11,0,11,1962,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Multifam,318502.481,4841581.211,-79.329759,43.7160635
1488,3949,50,Flemingdon Park,44,54,M3C 1E1,11,0,11,1962,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Multifam,318502.481,4841581.211,-79.329759,43.7160635
1489,3950,50,Flemingdon Park,44,54,M3C 1E1,8,0,8,1962,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Multifam,318502.481,4841581.211,-79.329759,43.7160635
1492,3953,50,Flemingdon Park,44,54,M3C 1E1,11,0,11,1962,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Multifam,318502.481,4841581.211,-79.329759,43.7160635
1493,3954,50,Flemingdon Park,44,54,M3C 1E1,7,0,7,1962,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Multifam,318502.481,4841581.211,-79.329759,43.7160635
1494,3955,50,Flemingdon Park,44,54,M3C 1E1,7,0,7,1962,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Multifam,318502.481,4841581.211,-79.329759,43.7160635
1502,3923,50,Flemingdon Park,44,54,M3C 1H3,10,0,10,1962,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Multifam,318141.779,4841859.736,-79.334228,43.7185772
1503,3924,50,Flemingdon Park,44,54,M3C 1H3,9,0,9,1962,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Multifam,318288.256,4841904.094,-79.332409,43.7189738
1468,4379,11,Jane St. (2585),25,31,M3L 1R8,12,0,12,1962,Towns & Wkups,Townhouse Centre Hall  Multifam.,2,2 - Storey Townhouse Centre Hall Multifam,303925.829,4843574.335,-79.51066,43.7341302
1469,4380,11,Jane St. (2585),25,31,M3L 1R8,12,0,12,1962,Towns & Wkups,Townhouse Centre Hall Mulrifam.,2,2 - Storey Townhouse Centre Hall,303925.829,4843574.335,-79.51066,43.7341302
1470,4381,11,Jane St. (2585),25,31,M3L 1R8,18,0,18,1962,Towns & Wkups,Townhouse Back to Back Multifam.,2,2 - Storey Townhouse Back to Back Multifam,303925.829,4843574.335,-79.51066,43.7341302
1473,4382,41,Sheppard Magellan,25,31,M3L 1Y4,12,0,12,1962,Towns & Wkups,Townhouse Centre Hall  Multifam.,2,2 - Storey Townhouse Centre Hall Multifam,304001.074,4844075.157,-79.509727,43.7386384
1474,4383,41,Sheppard Magellan,25,31,M3L 1Y4,12,0,12,1962,Towns & Wkups,Townhouse Back to Back Multifam.,2,2 - Storey Townhouse Back to Back Multifam,304001.074,4844075.157,-79.509727,43.7386384
1476,4385,41,Sheppard Magellan,25,31,M3L 1Y4,12,0,12,1962,Towns & Wkups,Townhouse Centre Hall  Multifam.,2,2 - Storey Townhouse Centre Hall Multifam,304001.074,4844075.157,-79.509727,43.7386384
1477,4386,41,Sheppard Magellan,25,31,M3L 1Y4,12,0,12,1962,Towns & Wkups,Townhouse Centre Hall  Multifam.,2,2 - Storey Townhouse Centre Hall Multifam,304001.074,4844075.157,-79.509727,43.7386384
1382,5520,127,Northwood Apartments,27,31,M3J 1M2,238,1,237,1970,Low Rise,Low Rise Apt. Bldg.Elevator,3,3-Storey Apt. Bldgs. (8 blocks),305627.036,4845754.8,-79.489538,43.7537573
1403,3799,51,Sentinel Road,27,31,M3J 1T4,12,0,12,1963,Towns & Wkups,Townhouse Centre Hall  Multifam.,2,2 - Storey Townhouse Centre Hall Multifam,304929.919,4845560.041,-79.498195,43.7520048
1523,3930,50,Flemingdon Park,44,54,M3C 1C1,18,0,18,1962,Towns & Wkups,Stacked Townhouse Multifam.,3,3 - Storey Stacked Townhouse,318685.516,4841557.36,-79.327488,43.7158453
1524,3931,50,Flemingdon Park,44,54,M3C 1C1,15,0,15,1962,Towns & Wkups,Stacked Townhouse Multifam.,3,3 - Storey Stacked Townhouse,318685.516,4841557.36,-79.327488,43.7158453
1525,3932,50,Flemingdon Park,44,54,M3C 1C1,15,0,15,1962,Towns & Wkups,Stacked Townhouse Multifam.,3,3 - Storey Stacked Townhouse,318685.516,4841557.36,-79.327488,43.7158453
1526,3933,50,Flemingdon Park,44,54,M3C 1C1,18,0,18,1962,Towns & Wkups,Stacked Townhouse Multifam.,3,3 - Storey Stacked Townhouse,318685.516,4841557.36,-79.327488,43.7158453
1529,3947,50,Flemingdon Park,44,54,M3C 1C2,6,0,6,1962,Towns & Wkups,Stacked Townhouse Multifam.,2,2 - Storey Stacked Townhouse,318614.234,4841669.926,-79.328369,43.7168599
1058,90115,304,Greenwood Walpole,65,55,M4L 3W5,16,5,11,1987,Towns & Wkups,Stacked Townhouse Multifam.,3,3 - Storey Stacked Townhouse,318667.171,4837019.297,-79.327832,43.6749982
1059,90116,304,Greenwood Walpole,65,55,M4L 3W5,16,4,12,1987,Towns & Wkups,Stacked Townhouse Multifam.,3,3 - Storey Stacked Townhouse,318667.171,4837019.297,-79.327832,43.6749982
1036,5446,364,Coatsworth Cr. (33),64,55,M4C 5P9,128,45,83,1989,Mid Rise,Mid Rise Apt. Bldg.Elevator,5,5 - Storey Mid Rise Apt. Bldg.,319285.482,4837494.411,-79.320151,43.6792629
1039,5455,364,Coatsworth Cr. (33),64,55,M4C 3H8,6,1,5,1989,Towns & Wkups,Townhouse,3,3 - Storey Townhouse,319378.309,4837534.534,-79.318998,43.6796223
1046,3076,38,Edgewood Avenue,64,55,M4L 3G8,43,0,43,1956,Low Rise,Low Rise Apt. Bldg.Elevator,4,4 - Storey Low Rise Apt. Bldg.,319767.198,4836750.522,-79.314197,43.6725576
221,4264,200,Lawrence Heights,31,32,M6A 2P1,6,0,6,1957,Towns & Wkups,Townhouse Multiplex,2,2-Storey Townhouse Sixplex,308999.315,4841970.356,-79.44769,43.7196811
223,4276,200,Lawrence Heights,31,32,M6A 2P1,8,0,8,1957,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Multifam,308999.315,4841970.356,-79.44769,43.7196811
225,4278,200,Lawrence Heights,31,32,M6A 2P1,8,0,8,1957,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Multifam,308999.315,4841970.356,-79.44769,43.7196811
226,4285,200,Lawrence Heights,31,32,M6A 2P1,30,0,30,1957,Towns & Wkups,Walkup Apartment Building,4,4 - Storey Walk-Up Apt. Bldg.,309070.52,4842056.181,-79.446806,43.7204532
238,4249,200,Lawrence Heights,31,32,M6A 2P6,30,0,30,1957,Towns & Wkups,Walkup Apartment Building,4,4 - Storey Walk-Up Apt. Bldg.,308963,4841846.317,-79.448142,43.7185648
285,4263,200,Lawrence Heights,31,32,M6A 2P2,6,0,6,1957,Towns & Wkups,Townhouse Multiplex,2,2-Storey Townhouse Sixplex,308922.111,4842122.358,-79.448648,43.7210497
288,4280,200,Lawrence Heights,31,32,M6A 2P2,8,0,8,1957,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Multifam,308999.383,4842042.885,-79.447689,43.7203339
303,4265,200,Lawrence Heights,31,32,M6A 2N9,6,0,6,1957,Towns & Wkups,Townhouse Multiplex,2,2-Storey Townhouse Sixplex,308902.63,4842217.309,-79.448889,43.7219045
304,4266,200,Lawrence Heights,31,32,M6A 2N9,6,0,6,1957,Towns & Wkups,Townhouse Multiplex,2,2-Storey Townhouse Sixplex,308844.058,4842157.923,-79.449616,43.7213702
306,4273,200,Lawrence Heights,31,32,M6A 2N9,8,0,8,1957,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Multifam,308854.485,4842236.263,-79.449486,43.7220753
307,4283,200,Lawrence Heights,31,32,M6A 2N6,30,0,30,1957,Towns & Wkups,Walkup Apartment Building,4,4 - Storey Walk-Up Apt. Bldg.,309019.13,4841861.075,-79.447445,43.7186973
309,4290,200,Lawrence Heights,31,32,M6A 2N6,30,0,30,1957,Towns & Wkups,Walkup Apartment Building,4,4 - Storey Walk-Up Apt. Bldg.,309132.157,4841865.686,-79.446043,43.7187381
320,4267,200,Lawrence Heights,31,32,M6A 2P3,6,0,6,1957,Towns & Wkups,Townhouse Multiplex,2,2-Storey Townhouse Sixplex,309028.734,4842227.203,-79.447324,43.7219928
321,4268,200,Lawrence Heights,31,32,M6A 2P3,6,0,6,1957,Towns & Wkups,Townhouse Multiplex,2,2-Storey Townhouse Sixplex,308933.504,4842178.654,-79.448506,43.7215564
322,4270,200,Lawrence Heights,31,32,M6A 2P3,6,0,6,1957,Towns & Wkups,Townhouse Multiplex,2,2-Storey Townhouse Sixplex,309013.329,4842151.58,-79.447515,43.7213122
273,4224,200,Lawrence Heights,32,32,M6A 2M3,8,0,8,1957,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse,309315.542,4842367.226,-79.443763,43.7232515
275,4204,200,Lawrence Heights,32,32,M6A 2M4,6,0,6,1957,Towns & Wkups,Townhouse Multiplex,2,2-Storey Townhouse Sixplex,309519.333,4842054.603,-79.441236,43.7204362
277,4217,200,Lawrence Heights,32,32,M6A 2M4,8,0,8,1957,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse,309516.64,4842117.496,-79.441269,43.7210024
278,4227,200,Lawrence Heights,32,32,M6A 2M4,8,0,8,1957,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse,309402.891,4842123.228,-79.442681,43.7210547
280,4230,200,Lawrence Heights,32,32,M6A 2M4,8,0,8,1957,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse,309410.38,4842102.739,-79.442588,43.7208702
289,4232,200,Lawrence Heights,32,32,M6A 2N3,31,0,31,1957,Towns & Wkups,Walkup Apartment Building,3,3 - Storey Walk-Up Apt. Bldg.,309514.797,4841904.254,-79.441294,43.719083
291,4238,200,Lawrence Heights,32,32,M6A 2N3,31,0,31,1957,Towns & Wkups,Walkup Apartment Building,3,3 - Storey Walk-Up Apt. Bldg.,309445.958,4841913.386,-79.442148,43.7191656
308,4287,200,Lawrence Heights,32,32,M6A 2N5,30,0,30,1957,Towns & Wkups,Walkup Apartment Building,4,4 - Storey Walk-Up Apt. Bldg.,309267.368,4841907.933,-79.444361,43.719109
312,4236,200,Lawrence Heights,32,32,M6A 2M7,31,0,31,1957,Towns & Wkups,Walkup Apartment Building,3,3 - Storey Walk-Up Apt. Bldg.,309139.794,4842349.549,-79.445944,43.7230934
313,4239,200,Lawrence Heights,32,32,M6A 2M7,31,0,31,1957,Towns & Wkups,Walkup Apartment Building,3,3 - Storey Walk-Up Apt. Bldg.,309154.837,4842234.568,-79.445758,43.7220584
314,4288,200,Lawrence Heights,32,32,M6A 2N2,30,0,30,1957,Towns & Wkups,Walkup Apartment Building,4,4 - Storey Walk-Up Apt. Bldg.,309287.164,4841783.605,-79.444116,43.7179898
315,4291,200,Lawrence Heights,32,32,M6A 2N2,30,2,28,1957,Towns & Wkups,Walkup Apartment Building,4,4 - Storey Walk-Up Apt. Bldg.,309300.705,4841708.546,-79.443952,43.7173227
324,4231,200,Lawrence Heights,32,32,M6A 2M8,31,0,31,1957,Towns & Wkups,Walkup Apartment Building,3,3 - Storey Walk-Up Apt. Bldg.,309350.165,4841899.794,-79.443337,43.7190439
325,4284,200,Lawrence Heights,32,32,M6A 2M9,30,0,30,1957,Towns & Wkups,Walkup Apartment Building,4,4 - Storey Walk-Up Apt. Bldg.,309325.485,4841849.061,-79.443643,43.7185874
326,4286,200,Lawrence Heights,32,32,M6A 2M9,30,1,29,1957,Towns & Wkups,Walkup Apartment Building,4,4 - Storey Walk-Up Apt. Bldg.,309354.813,4841773.51,-79.44328,43.7179071
327,4292,200,Lawrence Heights,32,32,M6A 2N1,30,0,30,1957,Towns & Wkups,Walkup Apartment Building,4,4 - Storey Walk-Up Apt. Bldg.,309379.427,4841696.543,-79.442975,43.7172142
357,4214,200,Lawrence Heights,32,32,M6A 2L9,6,0,6,1957,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse,309209.22,4842373.123,-79.445082,43.7233052
358,4222,200,Lawrence Heights,32,32,M6A 2L8,8,0,8,1957,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse,309443.892,4842330.733,-79.44217,43.7229222
360,4234,200,Lawrence Heights,32,32,M6A 2L7,31,0,31,1957,Towns & Wkups,Walkup Apartment Building,3,3 - Storey Walk-Up Apt. Bldg.,309554.68,4841963.878,-79.440798,43.7196194
361,4235,200,Lawrence Heights,32,32,M6A 2L7,31,0,31,1957,Towns & Wkups,Walkup Apartment Building,3,3 - Storey Walk-Up Apt. Bldg.,309620.709,4841944.21,-79.439979,43.7194419
323,4281,200,Lawrence Heights,31,32,M6A 2P3,8,0,8,1957,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Multifam,309042.738,4842181.456,-79.44715,43.7215809
362,4271,200,Lawrence Heights,31,32,M6A 2P4,6,0,6,1957,Towns & Wkups,Townhouse Multiplex,2,2-Storey Townhouse Sixplex,309027.807,4842319.483,-79.447334,43.7228234
363,4279,200,Lawrence Heights,31,32,M6A 2P4,8,0,8,1957,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Multifam,308969.642,4842286.538,-79.448057,43.7225272
364,4282,200,Lawrence Heights,31,32,M6A 2P4,8,0,8,1957,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Multifam,309013.978,4842275.962,-79.447506,43.7224318
373,5613,102,Northacres Apts.,31,32,M6A 2N7,16,0,16,1958,Towns & Wkups,Walkup Apartment Building,2,2 - Storey Walk-Up Apt. Bldg.,309087.769,4841947.907,-79.44659,43.7194699
375,5615,102,Northacres Apts.,31,32,M6A 2N7,16,0,16,1958,Towns & Wkups,Walkup Apartment Building,2,2 - Storey Walk-Up Apt. Bldg.,309127.185,4841922.305,-79.446101,43.7192392
376,5616,102,Northacres Apts.,31,32,M6A 2N7,16,0,16,1958,Towns & Wkups,Walkup Apartment Building,2,2 - Storey Walk-Up Apt. Bldg.,309063.825,4841904.992,-79.446887,43.7190838
1233,5467,405,Bathurst Eglinton,102,53,M5N 1G2,57,10,47,1941,Low Rise,Low Rise Apt. Bldg.Elevator,4,4 - Storey Low Rise Apt. Bldg. (hist),310938.438,4839973.167,-79.423647,43.7016899
1234,5468,405,Bathurst Eglinton,102,53,M5N 1G1,36,7,29,1941,Low Rise,Low Rise Apt. Bldg.Elevator,4,4 - Storey Low Rise Apt. Bldg.,310866.596,4839949.174,-79.424539,43.7014745
1240,5949,481,Elm Ridge Dr. (145),102,13,M6B 4H4,53,26,27,1985,High Rise,High Rise Apt. Bldg.Elevator,9,9 - Storey High Rise Apt. Bldg.,309757.376,4840070.68,-79.4383,43.7025767
215,5571,197,Bathurst Place,32,13,M6B 4K1,160,0,160,1992,Mid Rise,Mid Rise Apt. Bldg.Elevator,7,7 - Storey Mid  Rise Apt. Bldg.,310431.385,4841846.135,-79.429919,43.7185532
219,5431,850,Lawrence Avenue W. (650),32,32,M6A 3E8,14,0,14,0,High Rise,High Rise Apt. Bldg.Elevator,8,8 - Storey High Rise Apt. Bldg.,309470.115,4841705.466,-79.44185,43.7172939
227,4201,200,Lawrence Heights,32,32,M6A 2M5,6,0,6,1957,Towns & Wkups,Townhouse Multiplex,2,2-Storey Townhouse Sixplex,309382.738,4842294.22,-79.442929,43.7225939
230,4207,200,Lawrence Heights,32,32,M6A 2M5,6,0,6,1957,Towns & Wkups,Townhouse Multiplex,2,2-Storey Townhouse Sixplex,309324.577,4842166.195,-79.443652,43.7214419
231,4211,200,Lawrence Heights,32,32,M6A 2M5,6,0,6,1957,Towns & Wkups,Townhouse Sixplex,2,2 - Storey Townhouse,309464.029,4842264.995,-79.441921,43.7223304
232,4213,200,Lawrence Heights,32,32,M6A 2M5,6,0,6,1957,Towns & Wkups,Townhouse Multiplex,2,2-Storey Townhouse Sixplex,309310.392,4842213.008,-79.443828,43.7218634
234,4218,200,Lawrence Heights,32,32,M6A 2M5,8,0,8,1957,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse,309352.123,4842144.689,-79.44331,43.7212482
235,4223,200,Lawrence Heights,32,32,M6A 2M5,8,0,8,1957,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse,309330.961,4842217.264,-79.443573,43.7219016
269,4209,200,Lawrence Heights,32,32,M6A 2M2,6,0,6,1957,Towns & Wkups,Townhouse Multiplex,2,2-Storey Townhouse Sixplex,309436.375,4842405.682,-79.442263,43.7235969
272,4221,200,Lawrence Heights,32,32,M6A 2M2,8,0,8,1957,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse,309485.299,4842421.367,-79.441655,43.7237377
1317,4840,336,South St. Jamestown 2,71,51,M4X 1G9,8,0,8,1885,Houses,House Semi-Detached Multiplex,2,2 - Storey  Semi-Detached House - Multiplex  (hist),315241.925,4836214.363,-79.370326,43.6678084
1318,4841,336,South St. Jamestown 2,71,51,M4X 1G9,8,0,8,1885,Houses,House Semi-Detached Multiplex,2,2 - Storey  Semi-Detached House - Multiplex  (hist),315248.486,4836215.439,-79.370244,43.667818
1324,5548,154,Winchester Square,71,51,M4X 1W9,260,0,260,1980,High Rise,High Rise Apt. Bldg.Elevator,14,14 - Storey High Rise Apt. Bldg.,315086.046,4835838.834,-79.372266,43.6644304
993,3526,92,Bessie Luffman,73,51,M5A 2T7,25,0,25,1961,Mid Rise,Mid Rise Apt. Bldg.Elevator,6,6 - Storey Mid Rise Apt. Bldg.,315151.16,4835628.239,-79.371463,43.6625339
994,5366,702,Dan Harrison Complex,73,51,M5A 2R9,8,0,8,1900,Houses,House Detached  Multiplex,3,3-Storey Detached House - Multiplex (hist),315195.303,4835226.1,-79.370923,43.6589135
996,5370,702,Dan Harrison Complex,73,51,M5A 3Y8,200,0,200,1975,Mid Rise,Mid Rise Apt. Bldg.Elevator,6,6 - Storey Mid Rise Apt. Bldg.,315195.512,4835268.965,-79.37092,43.6592994
997,5371,702,Dan Harrison Complex,73,51,M5A 3Y9,102,1,101,1975,Mid Rise,Mid Rise Apt. Bldg.Elevator,6,6 - Storey Mid Rise Apt. Bldg.,315174.827,4835275.301,-79.371176,43.6593567
1000,5374,702,Dan Harrison Complex,73,51,M5A 2R9,6,0,6,1900,Houses,House Multiplex,3,3 - Storey House - Triplex,315164.904,4835313.922,-79.371298,43.6597044
1001,5376,702,Dan Harrison Complex,73,51,M5A 2R9,16,0,16,1900,Houses,House Semi-Detached Multiplex,3,3 - Storey Semi-Detached House - Fourplex,315157.538,4835328.004,-79.371389,43.6598313
1004,5383,702,Dan Harrison Complex,73,51,M5A 2R9,6,0,6,1900,Houses,House Detached  Multiplex,3,3 - Storey Detached House - Triplex (hist),315145.82,4835385.12,-79.371533,43.6603456
1005,4921,384,Dundas St. E. (257),73,51,M5A 1Z8,36,12,24,1978,Houses,House Semi-Detached Multiplex,3,3-Storey & 2-Storey Semi-Detachyed Houses - Multiplex,315100.102,4835127.835,-79.372105,43.6580304
1008,3243,88,Moss Park,73,51,M5A 1W4,299,0,299,1964,High Rise,High Rise Apt. Bldg.Elevator,16,16 - Storey High Rise Apt. Bldg.,315440.851,4834874.003,-79.367885,43.6557407
1010,3245,88,Moss Park,73,51,M5A 1W6,300,0,300,1964,High Rise,High Rise Apt. Bldg.Elevator,16,16 - Storey High Rise Apt. Bldg.,315647.841,4834985.943,-79.365317,43.6567453
1011,6001,726,Ontario St. (295-299),73,51,M5A 2V8,9,4,5,1981,Towns & Wkups,Walkup Apartment Building,3,3 - Storey Low Rise Apt. Bldg.,315389.957,4835284.103,-79.368508,43.6594329
1012,4787,313,Pembroke Mews,73,51,M5A 2N6,16,0,16,1978,Towns & Wkups,Townhouse Multifam.,4,4 - Storey Townhouse (id),315138.611,4835020.074,-79.371627,43.6570514
1047,3077,38,Edgewood Avenue,64,55,M4L 3G9,53,0,53,1956,Low Rise,Low Rise Apt. Bldg.Elevator,4,4 - Storey Low Rise Apt. Bldg.,319856.144,4836650.363,-79.313097,43.6716543
1069,5689,311,Newbold Ave. (11),64,55,M4L 2G6,21,9,12,1984,Towns & Wkups,Walkup Apartment Building,3,3-Storey Walk-Up Apt. Bldg.,319491.665,4837016.428,-79.317607,43.6749565
1231,5620,105,Woodbine Acres,64,55,M4C 1C8,42,0,42,1960,Low Rise,Low Rise Apt. Bldg.Elevator,3,3-Storey Low Rise Apt. Bldg.,319941.96,4837910.517,-79.311997,43.6829951
572,5440,187,York Square,112,12,M6M 5E2,210,39,171,1989,High Rise,High Rise Apt. Bldg.Elevator,21,21- Storey & 14-Storey Apt. Bldg.,307352.43,4838898.385,-79.46814,43.6920283
1250,4054,223,Roselawn Marlee,108,13,M6B 4C3,253,0,253,1974,High Rise,High Rise Apt. Bldg.Elevator,17,17 - Storey High Rise Apt. Bldg.,309501.122,4839993.968,-79.44148,43.701888
1028,4900,380,Trefann Court,72,51,M5A 3E8,14,9,5,1979,Towns & Wkups,Stacked Townhouse,3,3 - Storey Stacked Townhouse,315953.172,4835006.8,-79.361531,43.6569285
2159,4310,19,Gerrard River,72,51,M5A 2E1,469,0,469,1972,High Rise,High Rise Apt. Bldg.Elevator,27,27 - Storey High Rise Apt. Bldg.,316331.701,4835670.531,-79.356824,43.6628971
2160,3175,85,Regent Park (North),72,51,M5A 2C1,47,0,47,1948,Towns & Wkups,Townhouse Multiplex,3,3 - Storey Townhouse,316127.432,4835471.896,-79.359361,43.6611123
2161,3165,85,Regent Park (North),72,51,M5A 2H4,12,0,12,1948,Houses,House Semi-Detached Multiplex,3,3 - Storey Semi-Detached Multiplex,315907.982,4835572.868,-79.36208,43.6620246
2162,3168,85,Regent Park (North),72,51,M5A 2H1,47,0,47,1948,Towns & Wkups,Townhouse Multiplex,3,3 - Storey Townhouse,316053.307,4835690.791,-79.360276,43.6630839
